Team1,Team2,Stadium,HostCountry,Team1_Venue,Team2_Venue,Team1_Innings,Team2_Innings,MonthOfMatch,MatchWinner
13,5,36,13,Home,Away,Second,First,Jul,13
5,9,22,16,Neutral,Neutral,Second,First,Aug,9
1,5,138,0,Home,Away,First,Second,Jan,1
2,9,43,1,Home,Away,First,Second,Nov,9
5,9,40,4,Home,Away,First,Second,Nov,5
12,1,73,12,Home,Away,Second,First,Mar,12
12,15,14,12,Home,Away,First,Second,Oct,12
4,6,21,3,Home,Away,Second,First,May,4
4,1,142,3,Home,Away,Second,First,May,4
5,10,130,14,Neutral,Neutral,First,Second,Apr,10
5,13,101,4,Home,Away,First,Second,Dec,5
5,9,69,4,Home,Away,Second,First,Dec,5
5,14,82,4,Home,Away,Second,First,Oct,14
5,14,16,3,Neutral,Neutral,First,Second,Jun,14
9,1,8,9,Home,Away,First,Second,Feb,9
1,12,111,0,Home,Away,Second,First,Jan,12
3,13,109,12,Neutral,Neutral,First,Second,Feb,13
5,13,70,4,Home,Away,First,Second,Feb,13
10,13,66,4,Neutral,Neutral,First,Second,Jan,10
10,14,76,10,Home,Away,Second,First,Nov,14
4,11,35,9,Neutral,Neutral,First,Second,Feb,4
10,14,130,14,Neutral,Neutral,First,Second,Oct,10
10,13,102,6,Neutral,Neutral,Second,First,Oct,10
13,14,130,14,Neutral,Neutral,First,Second,Nov,14
2,9,53,1,Home,Away,Second,First,Nov,2
10,13,45,14,Neutral,Neutral,Second,First,Nov,10
5,9,32,4,Home,Away,Second,First,Dec,5
9,1,8,9,Home,Away,Second,First,Mar,1
9,15,8,9,Home,Away,First,Second,Jan,9
13,12,38,13,Home,Away,Second,First,Aug,13
4,13,149,9,Neutral,Neutral,First,Second,Mar,13
4,1,108,3,Home,Away,Second,First,Sep,1
4,9,27,3,Home,Away,First,Second,Jun,4
0,15,130,14,Neutral,Neutral,Second,First,Jan,15
9,1,149,9,Home,Away,First,Second,Feb,1
9,12,98,9,Home,Away,First,Second,Oct,12
10,14,138,0,Neutral,Neutral,Second,First,Jan,10
15,2,22,16,Home,Away,Second,First,May,15
1,4,20,0,Home,Away,Second,First,Jan,1
4,14,142,3,Home,Away,First,Second,Sep,4
13,12,36,13,Home,Away,Second,First,Aug,13
15,13,64,16,Home,Away,First,Second,Apr,13
1,10,45,14,Neutral,Neutral,Second,First,Apr,1
13,2,74,13,Home,Away,Second,First,Apr,13
5,9,146,4,Home,Away,Second,First,Oct,5
12,4,29,12,Home,Away,Second,First,Sep,4
12,13,17,12,Home,Away,Second,First,Jan,12
10,12,130,14,Neutral,Neutral,Second,First,Oct,12
15,13,22,16,Home,Away,First,Second,Apr,13
4,10,16,3,Home,Away,First,Second,Sep,10
1,7,48,12,Neutral,Neutral,Second,First,Mar,1
9,0,103,9,Home,Away,Second,First,Mar,9
1,13,19,15,Neutral,Neutral,First,Second,Apr,1
3,8,79,2,Home,Away,First,Second,Aug,8
2,7,43,1,Home,Away,First,Second,Mar,7
5,1,146,4,Home,Away,Second,First,Oct,1
5,4,75,4,Home,Away,Second,First,Jan,5
10,13,59,10,Home,Away,Second,First,Feb,13
1,14,95,0,Home,Away,First,Second,Jan,14
2,1,53,1,Home,Away,First,Second,Apr,1
2,14,69,4,Neutral,Neutral,First,Second,Oct,14
4,5,16,3,Home,Away,Second,First,May,5
13,5,36,13,Home,Away,First,Second,Aug,13
1,12,138,0,Home,Away,Second,First,Jan,1
14,4,19,15,Home,Away,First,Second,May,4
1,13,111,0,Home,Away,First,Second,Dec,1
10,5,86,10,Home,Away,Second,First,Oct,10
1,13,20,0,Home,Away,Second,First,Feb,1
10,12,130,14,Neutral,Neutral,First,Second,Mar,12
3,7,144,2,Home,Away,First,Second,Aug,7
9,13,63,9,Home,Away,First,Second,Mar,9
13,10,36,13,Home,Away,First,Second,Aug,10
1,9,2,0,Home,Away,Second,First,Dec,1
13,15,36,13,Home,Away,Second,First,Jan,13
1,5,63,9,Neutral,Neutral,Second,First,Mar,1
5,1,66,4,Home,Away,Second,First,Nov,1
10,14,99,10,Home,Away,First,Second,Dec,14
4,9,16,3,Home,Away,First,Second,Jun,4
13,15,110,4,Neutral,Neutral,First,Second,Nov,13
15,2,64,16,Home,Away,Second,First,Aug,15
14,1,58,15,Home,Away,Second,First,Mar,1
14,5,115,15,Home,Away,First,Second,Jun,5
8,7,141,8,Home,Away,Second,First,Sep,8
1,9,138,0,Home,Away,Second,First,Jan,1
9,10,36,13,Neutral,Neutral,First,Second,Apr,10
14,5,115,15,Home,Away,Second,First,Jul,5
11,2,50,11,Home,Away,Second,First,May,2
10,15,130,14,Neutral,Neutral,Second,First,Apr,10
10,13,45,14,Neutral,Neutral,First,Second,Dec,13
5,4,68,4,Home,Away,Second,First,Apr,5
1,5,95,0,Home,Away,First,Second,Jan,5
12,5,73,12,Home,Away,Second,First,Oct,12
15,14,22,16,Home,Away,Second,First,Nov,14
4,9,142,3,Home,Away,First,Second,Jun,4
13,1,36,13,Home,Away,Second,First,Sep,13
13,5,36,13,Home,Away,Second,First,Jul,5
5,13,6,4,Home,Away,First,Second,Sep,5
14,1,19,15,Home,Away,First,Second,Apr,1
4,12,88,3,Home,Away,First,Second,May,4
5,9,29,12,Neutral,Neutral,Second,First,Mar,5
1,12,20,0,Home,Away,First,Second,Jan,1
5,10,69,4,Home,Away,Second,First,Oct,5
9,1,8,9,Home,Away,First,Second,Feb,9
14,0,58,15,Home,Away,Second,First,Jun,0
12,1,114,12,Home,Away,First,Second,Apr,12
5,1,100,4,Home,Away,Second,First,Nov,1
15,7,22,16,Home,Away,Second,First,Feb,15
10,2,86,10,Home,Away,First,Second,Apr,10
13,15,43,1,Neutral,Neutral,First,Second,Jan,13
14,1,81,15,Home,Away,Second,First,Mar,14
15,10,64,16,Home,Away,Second,First,Aug,10
2,10,97,13,Neutral,Neutral,First,Second,Mar,10
15,9,22,16,Home,Away,Second,First,Oct,9
4,14,91,3,Home,Away,Second,First,Aug,14
10,13,51,10,Home,Away,Second,First,Oct,13
5,13,80,15,Neutral,Neutral,Second,First,Jul,13
7,6,96,6,Home,Away,Second,First,Feb,7
9,15,103,9,Home,Away,First,Second,Feb,9
15,7,64,16,Home,Away,First,Second,Mar,15
1,4,138,0,Home,Away,Second,First,Jan,1
4,10,111,0,Neutral,Neutral,Second,First,Jan,4
4,5,142,3,Home,Away,First,Second,Jul,4
1,13,111,0,Home,Away,First,Second,Jan,1
9,10,1,14,Neutral,Neutral,First,Second,Nov,9
12,4,114,12,Home,Away,First,Second,Feb,4
5,1,82,4,Home,Away,First,Second,Apr,5
2,15,43,1,Home,Away,First,Second,Nov,2
1,12,95,0,Home,Away,First,Second,Aug,1
14,4,81,15,Home,Away,First,Second,Mar,14
4,14,108,3,Home,Away,Second,First,Jun,4
3,8,98,9,Neutral,Neutral,First,Second,Jan,8
9,1,63,9,Home,Away,First,Second,Mar,1
1,15,3,4,Neutral,Neutral,First,Second,Feb,1
5,14,130,14,Neutral,Neutral,First,Second,Oct,5
14,5,81,15,Home,Away,First,Second,Apr,14
10,14,130,14,Neutral,Neutral,First,Second,Nov,14
1,14,20,0,Home,Away,Second,First,Jan,14
4,10,91,3,Home,Away,Second,First,Aug,10
5,9,130,14,Neutral,Neutral,First,Second,Apr,5
1,7,148,4,Neutral,Neutral,First,Second,Feb,1
1,5,95,0,Home,Away,Second,First,Jan,1
15,12,64,16,Home,Away,First,Second,Aug,12
9,10,103,9,Home,Away,Second,First,Feb,9
2,15,102,6,Neutral,Neutral,Second,First,Oct,15
5,9,13,4,Home,Away,First,Second,Oct,5
4,12,142,3,Home,Away,Second,First,Jun,4
14,4,115,15,Home,Away,Second,First,Mar,14
14,9,136,15,Home,Away,First,Second,Mar,14
9,12,63,9,Home,Away,Second,First,Mar,9
4,9,108,3,Home,Away,First,Second,Jun,4
9,10,130,14,Neutral,Neutral,Second,First,Apr,10
14,5,115,15,Home,Away,Second,First,Apr,14
3,10,36,13,Neutral,Neutral,Second,First,Mar,10
12,9,29,12,Home,Away,First,Second,Oct,12
1,5,138,0,Home,Away,Second,First,Jan,1
1,10,2,0,Home,Away,Second,First,Mar,1
9,12,149,9,Home,Away,Second,First,Feb,12
1,10,95,0,Home,Away,Second,First,Jan,10
15,10,64,16,Home,Away,First,Second,Feb,15
5,15,20,0,Neutral,Neutral,First,Second,Jan,5
2,10,34,1,Home,Away,Second,First,Dec,10
2,7,32,4,Neutral,Neutral,Second,First,May,7
1,13,138,0,Home,Away,First,Second,Mar,1
5,10,144,2,Neutral,Neutral,Second,First,Sep,5
0,4,138,0,Neutral,Neutral,First,Second,Mar,4
5,10,130,14,Neutral,Neutral,First,Second,Apr,10
10,13,123,10,Home,Away,First,Second,Jan,10
13,9,62,13,Home,Away,First,Second,Nov,9
2,9,43,1,Home,Away,Second,First,Oct,9
1,12,65,0,Home,Away,First,Second,Jan,1
9,13,149,9,Home,Away,Second,First,Jan,13
1,12,138,0,Home,Away,First,Second,Jan,1
7,8,116,12,Neutral,Neutral,First,Second,Apr,8
13,1,38,13,Home,Away,First,Second,Aug,1
12,4,114,12,Home,Away,First,Second,Jan,12
10,13,45,14,Neutral,Neutral,First,Second,Oct,10
2,5,43,1,Home,Away,Second,First,Dec,5
9,1,8,9,Home,Away,Second,First,Feb,9
5,13,22,16,Neutral,Neutral,Second,First,May,5
12,2,49,12,Home,Away,First,Second,Oct,12
4,8,101,4,Neutral,Neutral,Second,First,Feb,4
5,14,37,4,Home,Away,Second,First,Nov,5
14,15,80,15,Home,Away,Second,First,Mar,14
5,14,60,4,Home,Away,First,Second,Dec,14
1,10,138,0,Home,Away,Second,First,Jan,1
1,12,20,0,Home,Away,First,Second,Jan,12
1,12,149,9,Neutral,Neutral,Second,First,Feb,1
9,13,130,14,Neutral,Neutral,First,Second,Mar,9
5,14,82,4,Home,Away,Second,First,Nov,5
9,5,35,9,Home,Away,Second,First,Jan,9
9,4,8,9,Home,Away,First,Second,Feb,9
14,1,55,15,Home,Away,First,Second,Mar,1
12,14,29,12,Home,Away,First,Second,Feb,14
9,5,63,9,Home,Away,First,Second,Jan,9
10,13,76,10,Home,Away,First,Second,Jan,10
5,15,75,4,Home,Away,Second,First,Dec,5
9,2,104,9,Home,Away,First,Second,Dec,9
1,4,111,0,Home,Away,First,Second,Feb,1
13,1,36,13,Home,Away,First,Second,Aug,1
14,9,80,15,Home,Away,First,Second,Jul,14
12,2,109,12,Home,Away,First,Second,Oct,12
1,5,138,0,Home,Away,First,Second,Feb,1
2,14,77,1,Home,Away,Second,First,Nov,2
13,2,36,13,Home,Away,First,Second,Jul,13
13,4,38,13,Home,Away,First,Second,Oct,13
8,12,123,10,Neutral,Neutral,Second,First,Mar,12
1,9,130,14,Neutral,Neutral,Second,First,Apr,1
5,10,130,14,Neutral,Neutral,First,Second,Oct,5
1,9,68,4,Neutral,Neutral,First,Second,Oct,1
4,13,16,3,Home,Away,Second,First,Jun,4
1,4,138,0,Home,Away,Second,First,Feb,1
14,1,81,15,Home,Away,Second,First,Jun,1
5,12,43,1,Neutral,Neutral,First,Second,Apr,5
5,10,20,0,Neutral,Neutral,First,Second,Jan,10
9,14,35,9,Home,Away,First,Second,Feb,9
5,4,82,4,Home,Away,First,Second,Jan,5
4,10,45,14,Neutral,Neutral,Second,First,Feb,4
5,12,61,4,Home,Away,First,Second,Feb,5
15,1,64,16,Home,Away,First,Second,Oct,1
5,4,100,4,Home,Away,Second,First,Oct,5
10,9,99,10,Home,Away,Second,First,Dec,10
5,9,38,13,Neutral,Neutral,First,Second,Aug,5
2,5,43,1,Home,Away,First,Second,Apr,5
9,10,149,9,Home,Away,Second,First,Jan,9
14,15,81,15,Home,Away,Second,First,Mar,14
9,14,149,9,Home,Away,First,Second,Feb,9
10,13,148,4,Neutral,Neutral,Second,First,Mar,13
10,9,86,10,Home,Away,Second,First,Nov,10
12,14,114,12,Home,Away,First,Second,Jan,12
7,12,102,6,Home,Away,Second,First,Oct,12
12,10,48,12,Home,Away,First,Second,Mar,10
9,15,140,9,Home,Away,Second,First,Jan,15
12,10,29,12,Home,Away,Second,First,Apr,12
9,4,35,9,Home,Away,First,Second,Feb,9
1,10,95,0,Home,Away,Second,First,Jan,1
5,12,102,6,Neutral,Neutral,Second,First,Sep,5
4,1,142,3,Home,Away,First,Second,Jul,1
14,1,19,15,Home,Away,Second,First,Jun,1
1,4,138,0,Home,Away,Second,First,Jan,4
10,13,99,10,Home,Away,First,Second,Jan,13
5,13,142,3,Neutral,Neutral,First,Second,Jun,13
1,9,138,0,Home,Away,Second,First,Jan,9
12,15,48,12,Home,Away,First,Second,Feb,12
4,14,108,3,Home,Away,Second,First,Jul,14
4,15,5,0,Neutral,Neutral,Second,First,Mar,15
5,1,40,4,Home,Away,First,Second,Oct,5
1,13,111,0,Home,Away,Second,First,Feb,1
12,14,73,12,Home,Away,Second,First,Jan,12
14,12,80,15,Home,Away,First,Second,May,12
6,13,46,5,Home,Away,Second,First,May,13
9,14,149,9,Home,Away,First,Second,Mar,9
7,15,102,6,Home,Away,First,Second,Oct,15
10,13,86,10,Home,Away,Second,First,Jan,13
12,5,48,12,Home,Away,First,Second,Jan,12
12,9,48,12,Home,Away,Second,First,Nov,12
7,14,102,6,Home,Away,First,Second,Aug,14
5,14,148,4,Home,Away,First,Second,Nov,14
1,14,2,0,Home,Away,First,Second,Jan,1
10,5,76,10,Home,Away,First,Second,Jun,5
13,14,74,13,Home,Away,Second,First,Dec,13
5,14,69,4,Home,Away,First,Second,Nov,5
1,9,95,0,Home,Away,Second,First,Jan,9
12,4,114,12,Home,Away,Second,First,Feb,12
1,12,138,0,Home,Away,Second,First,Nov,1
4,12,16,3,Home,Away,Second,First,Aug,4
5,10,130,14,Neutral,Neutral,First,Second,Oct,10
2,4,34,1,Home,Away,Second,First,Mar,2
4,14,142,3,Home,Away,First,Second,Sep,14
14,4,19,15,Home,Away,Second,First,Feb,4
5,4,37,4,Home,Away,Second,First,Nov,5
10,14,2,0,Neutral,Neutral,First,Second,Jan,14
5,13,115,15,Neutral,Neutral,First,Second,Jul,5
1,5,20,0,Home,Away,Second,First,Jan,1
1,4,95,0,Home,Away,First,Second,Jan,1
9,14,104,9,Home,Away,First,Second,Jan,9
4,12,142,3,Home,Away,Second,First,May,12
0,11,130,14,Neutral,Neutral,Second,First,Mar,0
5,14,68,4,Home,Away,First,Second,Dec,14
4,5,108,3,Home,Away,First,Second,Jul,5
5,12,130,14,Neutral,Neutral,Second,First,Apr,12
4,5,93,3,Home,Away,Second,First,May,4
9,12,8,9,Home,Away,Second,First,Mar,9
9,1,8,9,Home,Away,Second,First,Feb,1
10,14,2,0,Neutral,Neutral,First,Second,Dec,10
4,1,21,3,Home,Away,Second,First,Jun,4
4,9,88,3,Home,Away,Second,First,Jul,9
10,5,120,10,Home,Away,Second,First,Oct,5
5,14,3,4,Home,Away,Second,First,Nov,14
10,12,45,14,Neutral,Neutral,Second,First,Nov,12
15,2,64,16,Home,Away,Second,First,Feb,2
13,9,38,13,Home,Away,First,Second,Nov,13
1,10,2,0,Home,Away,First,Second,Dec,1
10,13,86,10,Home,Away,Second,First,Mar,13
2,9,43,1,Home,Away,First,Second,Oct,2
5,14,36,13,Neutral,Neutral,First,Second,Aug,5
5,15,130,14,Neutral,Neutral,Second,First,Nov,5
12,14,114,12,Home,Away,First,Second,Jan,14
12,10,29,12,Home,Away,Second,First,Feb,10
4,9,33,3,Home,Away,Second,First,Jun,4
10,15,86,10,Home,Away,Second,First,Nov,10
15,9,64,16,Home,Away,First,Second,Aug,9
13,5,36,13,Home,Away,First,Second,Feb,13
15,4,64,16,Home,Away,First,Second,Jan,15
5,15,37,4,Home,Away,First,Second,Apr,5
5,10,118,4,Home,Away,First,Second,Mar,10
5,9,71,4,Home,Away,First,Second,Nov,9
10,1,99,10,Home,Away,First,Second,Oct,1
12,1,29,12,Home,Away,First,Second,Apr,1
14,15,136,15,Home,Away,Second,First,Apr,14
15,12,64,16,Home,Away,Second,First,Aug,12
13,2,36,13,Home,Away,First,Second,Aug,13
4,1,91,3,Home,Away,Second,First,Sep,1
6,11,46,5,Home,Away,Second,First,Jul,6
12,13,49,12,Home,Away,First,Second,Dec,12
13,5,36,13,Home,Away,First,Second,Jul,5
9,5,103,9,Home,Away,Second,First,Mar,5
10,14,2,0,Neutral,Neutral,Second,First,Dec,14
5,12,102,6,Neutral,Neutral,First,Second,Oct,5
14,12,106,15,Home,Away,Second,First,May,12
10,14,130,14,Neutral,Neutral,Second,First,Nov,10
1,10,111,0,Home,Away,First,Second,Jan,1
4,5,16,3,Home,Away,First,Second,Aug,4
2,4,34,1,Home,Away,Second,First,Mar,4
9,2,104,9,Home,Away,Second,First,Dec,9
15,13,64,16,Home,Away,Second,First,Nov,13
14,15,135,15,Home,Away,Second,First,Feb,14
2,7,18,1,Home,Away,First,Second,Mar,2
7,15,43,1,Neutral,Neutral,Second,First,Mar,15
2,5,43,1,Home,Away,First,Second,Jan,5
10,13,130,14,Neutral,Neutral,First,Second,Oct,13
1,9,65,0,Home,Away,First,Second,Jan,1
9,15,3,4,Neutral,Neutral,Second,First,Mar,9
4,2,88,3,Home,Away,Second,First,Jun,4
1,5,2,0,Home,Away,First,Second,Feb,1
6,12,83,4,Neutral,Neutral,Second,First,Mar,12
14,4,106,15,Home,Away,First,Second,Feb,14
5,1,134,4,Home,Away,First,Second,Sep,1
10,14,111,0,Neutral,Neutral,First,Second,Feb,10
4,13,91,3,Home,Away,First,Second,Jul,13
4,13,142,3,Home,Away,Second,First,Sep,4
5,14,146,4,Home,Away,First,Second,Nov,14
1,10,1,14,Neutral,Neutral,First,Second,Apr,1
12,4,73,12,Home,Away,Second,First,Jan,4
9,4,63,9,Home,Away,Second,First,Feb,9
12,14,86,10,Neutral,Neutral,Second,First,Nov,12
7,10,130,14,Neutral,Neutral,Second,First,Apr,10
2,5,43,1,Home,Away,First,Second,Jun,2
10,13,130,14,Neutral,Neutral,Second,First,Feb,10
10,12,130,14,Neutral,Neutral,First,Second,Mar,10
5,15,8,9,Neutral,Neutral,Second,First,Mar,5
13,15,36,13,Home,Away,Second,First,Sep,13
1,10,138,0,Home,Away,First,Second,Jan,1
12,4,49,12,Home,Away,First,Second,Jan,12
5,4,83,4,Home,Away,Second,First,Jan,4
5,4,121,4,Home,Away,Second,First,Jan,4
13,14,20,0,Neutral,Neutral,Second,First,Jan,14
10,13,27,3,Neutral,Neutral,Second,First,Jun,10
4,10,130,14,Neutral,Neutral,Second,First,Nov,4
1,9,95,0,Home,Away,First,Second,Jan,1
2,10,36,13,Neutral,Neutral,Second,First,Jul,10
12,2,116,12,Home,Away,First,Second,Nov,12
14,9,115,15,Home,Away,Second,First,Mar,14
5,1,82,4,Home,Away,Second,First,Oct,1
5,12,146,4,Home,Away,Second,First,Mar,5
9,1,8,9,Home,Away,First,Second,Feb,1
12,5,49,12,Home,Away,Second,First,Feb,12
4,9,20,0,Neutral,Neutral,First,Second,Dec,9
13,5,36,13,Home,Away,Second,First,Feb,5
1,9,95,0,Home,Away,Second,First,Jan,1
5,10,13,4,Home,Away,Second,First,Apr,10
5,13,115,15,Neutral,Neutral,Second,First,Jul,5
2,15,34,1,Home,Away,First,Second,Nov,2
9,10,130,14,Neutral,Neutral,First,Second,Nov,10
4,12,16,3,Home,Away,Second,First,Aug,12
1,9,138,0,Home,Away,Second,First,Feb,1
4,14,2,0,Neutral,Neutral,First,Second,Jan,4
4,1,142,3,Home,Away,Second,First,Jul,4
13,14,36,13,Home,Away,First,Second,Feb,13
1,9,95,0,Home,Away,First,Second,Dec,1
12,1,73,12,Home,Away,First,Second,Oct,12
10,14,130,14,Neutral,Neutral,Second,First,Feb,14
2,9,27,3,Neutral,Neutral,Second,First,Jun,2
5,14,130,14,Neutral,Neutral,First,Second,Nov,14
14,10,58,15,Home,Away,Second,First,May,10
7,13,133,3,Neutral,Neutral,Second,First,May,13
9,12,35,9,Home,Away,Second,First,Feb,9
4,14,93,3,Home,Away,Second,First,May,14
5,9,64,16,Neutral,Neutral,Second,First,Sep,5
7,15,83,4,Neutral,Neutral,Second,First,Mar,15
12,10,48,12,Home,Away,First,Second,Dec,12
1,10,95,0,Home,Away,First,Second,Jan,1
4,12,95,0,Neutral,Neutral,Second,First,Mar,4
12,9,26,12,Home,Away,Second,First,Dec,12
1,14,138,0,Home,Away,Second,First,Jan,14
15,10,64,16,Home,Away,First,Second,Oct,10
10,14,20,0,Neutral,Neutral,First,Second,Jan,14
14,1,55,15,Home,Away,Second,First,Mar,14
13,2,36,13,Home,Away,Second,First,Aug,13
1,5,138,0,Home,Away,First,Second,Jan,1
12,4,26,12,Home,Away,First,Second,Nov,12
1,9,30,4,Neutral,Neutral,First,Second,Oct,1
4,5,27,3,Home,Away,Second,First,Aug,5
12,5,49,12,Home,Away,First,Second,Dec,5
15,12,64,16,Home,Away,Second,First,Sep,12
14,9,115,15,Home,Away,Second,First,Jun,9
10,1,86,10,Home,Away,Second,First,Oct,1
4,12,108,3,Home,Away,Second,First,Aug,4
4,9,91,3,Home,Away,First,Second,May,9
1,10,138,0,Home,Away,First,Second,Jan,1
4,14,91,3,Home,Away,Second,First,May,4
4,9,21,3,Home,Away,Second,First,Jun,9
9,1,149,9,Home,Away,First,Second,Mar,1
13,9,36,13,Home,Away,First,Second,Jul,13
13,14,20,0,Neutral,Neutral,First,Second,Jan,14
13,5,36,13,Home,Away,First,Second,Jul,13
1,14,84,7,Neutral,Neutral,First,Second,Sep,14
12,15,48,12,Home,Away,First,Second,Feb,15
13,12,36,13,Home,Away,First,Second,Sep,13
6,7,46,5,Home,Away,First,Second,Jul,6
10,13,130,14,Neutral,Neutral,Second,First,Mar,10
4,10,108,3,Home,Away,Second,First,Sep,4
13,12,36,13,Home,Away,Second,First,Jul,12
10,13,43,1,Neutral,Neutral,Second,First,Mar,10
14,15,117,15,Home,Away,Second,First,Mar,14
2,3,136,15,Neutral,Neutral,First,Second,Feb,2
1,5,108,3,Neutral,Neutral,First,Second,Jun,1
10,5,123,10,Home,Away,First,Second,Feb,5
12,14,17,12,Home,Away,First,Second,Feb,12
1,9,36,13,Neutral,Neutral,First,Second,Sep,1
10,15,123,10,Home,Away,Second,First,Dec,10
2,0,53,1,Home,Away,Second,First,Mar,0
2,15,43,1,Home,Away,Second,First,Dec,2
8,12,11,15,Neutral,Neutral,Second,First,Mar,12
15,0,22,16,Home,Away,Second,First,Jul,15
13,1,36,13,Home,Away,Second,First,Sep,13
5,1,148,4,Home,Away,Second,First,Oct,5
5,10,95,0,Neutral,Neutral,Second,First,Feb,5
12,15,17,12,Home,Away,First,Second,Oct,12
6,10,2,0,Neutral,Neutral,First,Second,Mar,10
5,14,75,4,Home,Away,Second,First,Nov,5
1,9,2,0,Home,Away,Second,First,Dec,1
5,9,44,4,Home,Away,Second,First,Oct,5
4,5,91,3,Home,Away,First,Second,Jun,4
12,10,26,12,Home,Away,First,Second,Dec,12
4,10,130,14,Neutral,Neutral,Second,First,Apr,4
1,12,95,0,Home,Away,First,Second,Dec,12
15,13,64,16,Home,Away,First,Second,Nov,13
14,12,80,15,Home,Away,First,Second,May,12
2,13,43,1,Home,Away,First,Second,Jan,13
14,5,80,15,Home,Away,Second,First,Jun,5
9,5,103,9,Home,Away,First,Second,Mar,9
5,4,118,4,Home,Away,Second,First,Jan,5
1,10,95,0,Home,Away,First,Second,Feb,1
12,1,73,12,Home,Away,First,Second,Feb,12
1,13,138,0,Home,Away,First,Second,Feb,1
1,9,138,0,Home,Away,First,Second,Jan,1
15,7,64,16,Home,Away,Second,First,Oct,15
1,4,95,0,Home,Away,First,Second,Feb,4
10,13,123,10,Home,Away,First,Second,Oct,13
9,1,35,9,Home,Away,Second,First,Dec,9
5,4,100,4,Home,Away,Second,First,Feb,4
1,4,20,0,Home,Away,Second,First,Jan,4
4,14,20,0,Neutral,Neutral,Second,First,Jan,4
10,13,130,14,Neutral,Neutral,First,Second,Oct,10
1,14,2,0,Home,Away,Second,First,Dec,1
10,4,76,10,Home,Away,First,Second,Dec,10
5,14,68,4,Home,Away,First,Second,Dec,5
10,14,1,14,Neutral,Neutral,First,Second,Oct,10
12,1,26,12,Home,Away,First,Second,Apr,12
1,2,36,13,Neutral,Neutral,Second,First,Sep,1
10,14,130,14,Neutral,Neutral,Second,First,Oct,14
9,13,138,0,Neutral,Neutral,Second,First,Jan,9
1,11,151,3,Neutral,Neutral,Second,First,May,1
1,5,138,0,Home,Away,First,Second,Feb,1
9,13,103,9,Home,Away,Second,First,Mar,9
1,4,138,0,Home,Away,First,Second,Jan,1
5,13,130,14,Neutral,Neutral,Second,First,Apr,5
11,15,50,11,Home,Away,First,Second,Jun,15
9,13,103,9,Home,Away,First,Second,Dec,13
2,14,133,3,Neutral,Neutral,Second,First,Sep,14
13,14,36,13,Home,Away,First,Second,Dec,13
9,4,47,9,Home,Away,First,Second,Feb,4
14,5,115,15,Home,Away,First,Second,Jun,5
2,10,43,1,Home,Away,First,Second,Jan,10
9,12,2,0,Neutral,Neutral,First,Second,Dec,9
15,4,64,16,Home,Away,First,Second,Nov,4
10,2,86,10,Home,Away,First,Second,Apr,10
5,9,148,4,Home,Away,Second,First,Dec,5
10,14,95,0,Neutral,Neutral,Second,First,Mar,10
15,5,64,16,Home,Away,First,Second,Jun,5
4,10,130,14,Neutral,Neutral,Second,First,Mar,10
1,14,95,0,Home,Away,First,Second,Jan,1
10,13,51,10,Home,Away,First,Second,Oct,10
5,12,12,5,Neutral,Neutral,First,Second,Jun,12
5,15,36,13,Neutral,Neutral,Second,First,Sep,5
1,14,111,0,Home,Away,First,Second,Feb,1
9,10,114,12,Neutral,Neutral,First,Second,Dec,10
9,13,63,9,Home,Away,First,Second,Jan,13
1,12,95,0,Home,Away,First,Second,Jan,12
13,15,62,13,Home,Away,First,Second,Jul,15
5,14,146,4,Home,Away,First,Second,Nov,14
5,14,3,4,Home,Away,First,Second,Oct,14
2,14,43,1,Home,Away,First,Second,Mar,14
14,5,19,15,Home,Away,First,Second,May,5
4,13,2,0,Neutral,Neutral,First,Second,Jan,4
10,15,130,14,Neutral,Neutral,First,Second,Oct,10
4,1,133,3,Home,Away,Second,First,Jun,4
0,1,130,14,Neutral,Neutral,Second,First,Aug,1
5,13,75,4,Home,Away,Second,First,Dec,13
1,12,138,0,Home,Away,Second,First,Jan,1
5,14,142,3,Neutral,Neutral,Second,First,Jun,5
2,10,43,1,Home,Away,Second,First,Dec,10
15,13,64,16,Home,Away,First,Second,Nov,15
14,15,81,15,Home,Away,Second,First,Mar,14
13,2,36,13,Home,Away,First,Second,Aug,13
6,9,46,5,Home,Away,Second,First,May,9
1,14,138,0,Home,Away,First,Second,Jan,1
10,14,86,10,Home,Away,Second,First,Dec,14
6,11,14,12,Neutral,Neutral,Second,First,Apr,6
1,9,138,0,Home,Away,Second,First,Jan,9
11,3,0,11,Home,Away,First,Second,Jul,3
14,12,135,15,Home,Away,First,Second,May,12
1,14,95,0,Home,Away,First,Second,Feb,1
9,12,43,1,Neutral,Neutral,First,Second,Mar,9
9,14,47,9,Home,Away,Second,First,Mar,14
1,4,111,0,Home,Away,Second,First,Jan,4
6,3,46,5,Home,Away,First,Second,Sep,6
1,5,130,14,Neutral,Neutral,First,Second,Apr,5
5,10,82,4,Home,Away,First,Second,Apr,5
1,9,95,0,Home,Away,Second,First,Mar,1
10,1,66,4,Neutral,Neutral,First,Second,Sep,10
13,4,36,13,Home,Away,First,Second,Oct,4
6,0,12,5,Home,Away,First,Second,Jul,6
4,13,51,10,Neutral,Neutral,First,Second,Mar,13
1,13,114,12,Neutral,Neutral,First,Second,Mar,1
1,5,130,14,Neutral,Neutral,First,Second,Mar,5
1,13,95,0,Home,Away,Second,First,Mar,13
